Verb,Tense,Form,Translation,Difficulty
vág,Conjugated infinitives,vágniuk,They cut,advanced
dönte,Present indefinite tense,döntök,I decide,beginner
dönte,Present indefinite tense,döntesz,You decide,beginner
dönte,Present indefinite tense,dönt,He decides,beginner
dönte,Present indefinite tense,döntünk,We decide,beginner
dönte,Present indefinite tense,döntötök,You all decide,beginner
dönte,Present indefinite tense,döntenek,They decide,beginner
dönte,Present definite tense,döntöm,I decide,beginner
dönte,Present definite tense,döntöd,You decide,beginner
dönte,Present definite tense,dönti,He decides,beginner
dönte,Present definite tense,döntjük,We decide,beginner
dönte,Present definite tense,döntitek,You all decide,beginner
dönte,Present definite tense,döntik,They decide,beginner
dönte,Past indefinite tense,döntöttem,I decideed,intermediate
dönte,Past indefinite tense,döntöttél,You decideed,intermediate
dönte,Past indefinite tense,döntött,He decideed,intermediate
dönte,Past indefinite tense,döntöttünk,We decideed,intermediate
dönte,Past indefinite tense,döntöttetek,You all decideed,intermediate
dönte,Past indefinite tense,döntöttek,They decideed,intermediate
dönte,Past definite tense,döntöttem,I decideed,intermediate
dönte,Past definite tense,döntötted,You decideed,intermediate
dönte,Past definite tense,döntötte,He decideed,intermediate
dönte,Past definite tense,döntöttük,We decideed,intermediate
dönte,Past definite tense,döntöttétek,You all decideed,intermediate
dönte,Past definite tense,döntötték,They decideed,intermediate
dönte,Conditional present indefinite tense,döntenék,I would decide,intermediate
dönte,Conditional present indefinite tense,döntenél,You would decide,intermediate
dönte,Conditional present indefinite tense,döntene,He would decide,intermediate
dönte,Conditional present indefinite tense,döntenénk,We would decide,intermediate
dönte,Conditional present indefinite tense,döntenétek,You all would decide,intermediate
dönte,Conditional present indefinite tense,döntenének,They would decide,intermediate
dönte,Conditional present definite tense,dönteném,I would decide,intermediate
dönte,Conditional present definite tense,döntenéd,You would decide,intermediate
dönte,Conditional present definite tense,döntené,He would decide,intermediate
dönte,Conditional present definite tense,döntenénk,We would decide,intermediate
dönte,Conditional present definite tense,döntenétek,You all would decide,intermediate
dönte,Conditional present definite tense,döntenék,They would decide,intermediate
dönte,Conditional past indefinite tense,döntöttem volna,I would have decideed,intermediate
dönte,Conditional past indefinite tense,döntöttél volna,You would have decideed,intermediate
dönte,Conditional past indefinite tense,döntött volna,He would have decideed,intermediate
dönte,Conditional past indefinite tense,döntöttünk volna,We would have decideed,intermediate
dönte,Conditional past indefinite tense,döntöttetek volna,You all would have decideed,intermediate
dönte,Conditional past indefinite tense,döntöttek volna,They would have decideed,intermediate
dönte,Conditional past definite tense,döntöttem volna,I would have decideed,intermediate
dönte,Conditional past definite tense,döntötted volna,You would have decideed,intermediate
dönte,Conditional past definite tense,döntötte volna,He would have decideed,intermediate
dönte,Conditional past definite tense,döntöttük volna,We would have decideed,intermediate
dönte,Conditional past definite tense,döntöttétek volna,You all would have decideed,intermediate
dönte,Conditional past definite tense,döntötték volna,They would have decideed,intermediate
dönte,Future indefinite tense,fogok dönteni,I will decide,advanced
dönte,Future indefinite tense,fogsz dönteni,You will decide,advanced
dönte,Future indefinite tense,fog dönteni,He will decide,advanced
dönte,Future indefinite tense,fogunk dönteni,We will decide,advanced
dönte,Future indefinite tense,fogtok dönteni,You all will decide,advanced
dönte,Future indefinite tense,fognak dönteni,They will decide,advanced
dönte,Future definite tense,fogom dönteni,I will decide,advanced
dönte,Future definite tense,fogod dönteni,You will decide,advanced
dönte,Future definite tense,fogja dönteni,He will decide,advanced
dönte,Future definite tense,fogjuk dönteni,We will decide,advanced
dönte,Future definite tense,fogjátok dönteni,You all will decide,advanced
dönte,Future definite tense,fogják dönteni,They will decide,advanced
dönte,Subjunctive present definite tense,döntsem,I decide,advanced
dönte,Subjunctive present definite tense,döntsd,You decide,advanced
dönte,Subjunctive present definite tense,döntse,He decides,advanced
dönte,Subjunctive present definite tense,döntsük,We decide,advanced
dönte,Subjunctive present definite tense,döntsétek,You all decide,advanced
dönte,Subjunctive present definite tense,döntsék,They decide,advanced
dönte,Subjunctive present indefinite tense,döntsek,I decide,advanced
dönte,Subjunctive present indefinite tense,dönts,You decide,advanced
dönte,Subjunctive present indefinite tense,döntsön,He decides,advanced
dönte,Subjunctive present indefinite tense,döntsünk,We decide,advanced
dönte,Subjunctive present indefinite tense,döntsetek,You all decide,advanced
dönte,Subjunctive present indefinite tense,döntsenek,They decide,advanced
dönte,Conjugated infinitives,döntenem,I decide,advanced
dönte,Conjugated infinitives,döntened,You decide,advanced
dönte,Conjugated infinitives,döntenie,He decides,advanced
dönte,Conjugated infinitives,döntenünk,We decide,advanced
dönte,Conjugated infinitives,döntenetek,You all decide,advanced
dönte,Conjugated infinitives,dönteniük,They decide,advanced
csinál,Present indefinite tense,csinálok,I do,beginner
csinál,Present indefinite tense,csinálsz,You do,beginner
csinál,Present indefinite tense,csinál,He dos,beginner
csinál,Present indefinite tense,csinálunk,We do,beginner
csinál,Present indefinite tense,csináltok,You all do,beginner
csinál,Present indefinite tense,csinálnak,They do,beginner
csinál,Present definite tense,csinálom,I do,beginner
csinál,Present definite tense,csinálod,You do,beginner
csinál,Present definite tense,csinálja,He dos,beginner
csinál,Present definite tense,csináljuk,We do,beginner
csinál,Present definite tense,csináljátok,You all do,beginner
csinál,Present definite tense,csinálják,They do,beginner
csinál,Past indefinite tense,csináltam,I did,intermediate
csinál,Past indefinite tense,csináltál,You did,intermediate
csinál,Past indefinite tense,csinált,He did,intermediate
csinál,Past indefinite tense,csináltunk,We did,intermediate
csinál,Past indefinite tense,csináltatok,You all did,intermediate
csinál,Past indefinite tense,csináltak,They did,intermediate
csinál,Past definite tense,csináltam,I did,intermediate
csinál,Past definite tense,csináltad,You did,intermediate
csinál,Past definite tense,csinálta,He did,intermediate
csinál,Past definite tense,csináltuk,We did,intermediate
csinál,Past definite tense,csináltátok,You all did,intermediate
csinál,Past definite tense,csinálták,They did,intermediate
csinál,Conditional present indefinite tense,csinálnék,I would do,intermediate
csinál,Conditional present indefinite tense,csinálnál,You would do,intermediate
csinál,Conditional present indefinite tense,csinálna,He would do,intermediate
csinál,Conditional present indefinite tense,csinálnánk,We would do,intermediate
csinál,Conditional present indefinite tense,csinálnátok,You all would do,intermediate
csinál,Conditional present indefinite tense,csinálnának,They would do,intermediate
csinál,Conditional present definite tense,csinálnám,I would do,intermediate
csinál,Conditional present definite tense,csinálnád,You would do,intermediate
csinál,Conditional present definite tense,csinálná,He would do,intermediate
csinál,Conditional present definite tense,csinálnánk,We would do,intermediate
csinál,Conditional present definite tense,csinálnátok,You all would do,intermediate
csinál,Conditional present definite tense,csinálnák,They would do,intermediate
csinál,Conditional past indefinite tense,csináltam volna,I would have did,intermediate
csinál,Conditional past indefinite tense,csináltál volna,You would have did,intermediate
csinál,Conditional past indefinite tense,csinált volna,He would have did,intermediate
csinál,Conditional past indefinite tense,csináltunk volna,We would have did,intermediate
csinál,Conditional past indefinite tense,csináltatok volna,You all would have did,intermediate
csinál,Conditional past indefinite tense,csináltak volna,They would have did,intermediate
csinál,Conditional past definite tense,csináltam volna,I would have did,intermediate
csinál,Conditional past definite tense,csináltad volna,You would have did,intermediate
csinál,Conditional past definite tense,csinálta volna,He would have did,intermediate
csinál,Conditional past definite tense,csináltuk volna,We would have did,intermediate
csinál,Conditional past definite tense,csináltátok volna,You all would have did,intermediate
csinál,Conditional past definite tense,csinálták volna,They would have did,intermediate
csinál,Future indefinite tense,fogok csinálni,I will do,advanced
csinál,Future indefinite tense,fogsz csinálni,You will do,advanced
csinál,Future indefinite tense,fog csinálni,He will do,advanced
csinál,Future indefinite tense,fogunk csinálni,We will do,advanced
csinál,Future indefinite tense,fogtok csinálni,You all will do,advanced
csinál,Future indefinite tense,fognak csinálni,They will do,advanced
csinál,Future definite tense,fogom csinálni,I will do,advanced
csinál,Future definite tense,fogod csinálni,You will do,advanced
csinál,Future definite tense,fogja csinálni,He will do,advanced
csinál,Future definite tense,fogjuk csinálni,We will do,advanced
csinál,Future definite tense,fogjátok csinálni,You all will do,advanced
csinál,Future definite tense,fogják csinálni,They will do,advanced
csinál,Subjunctive present definite tense,csináljam,I do,advanced
csinál,Subjunctive present definite tense,csináld,You do,advanced
csinál,Subjunctive present definite tense,csinálja,He dos,advanced
csinál,Subjunctive present definite tense,csináljuk,We do,advanced
csinál,Subjunctive present definite tense,csináljátok,You all do,advanced
csinál,Subjunctive present definite tense,csinálják,They do,advanced
csinál,Subjunctive present indefinite tense,csináljak,I do,advanced
csinál,Subjunctive present indefinite tense,csinálj,You do,advanced
csinál,Subjunctive present indefinite tense,csináljon,He dos,advanced
csinál,Subjunctive present indefinite tense,csináljunk,We do,advanced
csinál,Subjunctive present indefinite tense,csináljatok,You all do,advanced
csinál,Subjunctive present indefinite tense,csináljanak,They do,advanced
csinál,Conjugated infinitives,csinálnom,I do,advanced
csinál,Conjugated infinitives,csinálnod,You do,advanced
csinál,Conjugated infinitives,csinálnia,He dos,advanced
csinál,Conjugated infinitives,csinálnunk,We do,advanced
csinál,Conjugated infinitives,csinálnotok,You all do,advanced
csinál,Conjugated infinitives,csinálniuk,They do,advanced
vezet,Present indefinite tense,vezetek,I drive,beginner
vezet,Present indefinite tense,vezetsz,You drive,beginner
vezet,Present indefinite tense,vezet,He drives,beginner
vezet,Present indefinite tense,vezetünk,We drive,beginner
vezet,Present indefinite tense,vezettek,You all drive,beginner
vezet,Present indefinite tense,vezetnek,They drive,beginner
vezet,Present definite tense,vezetem,I drive,beginner
vezet,Present definite tense,vezeted,You drive,beginner
vezet,Present definite tense,vezeti,He drives,beginner
vezet,Present definite tense,vezetjük,We drive,beginner
vezet,Present definite tense,vezetitek,You all drive,beginner
vezet,Present definite tense,vezetik,They drive,beginner
vezet,Past indefinite tense,vezettem,I driveed,intermediate
vezet,Past indefinite tense,vezettél,You driveed,intermediate
vezet,Past indefinite tense,vezetett,He driveed,intermediate
vezet,Past indefinite tense,vezettünk,We driveed,intermediate
vezet,Past indefinite tense,vezettetek,You all driveed,intermediate
vezet,Past indefinite tense,vezettek,They driveed,intermediate
vezet,Past definite tense,vezettem,I driveed,intermediate
vezet,Past definite tense,vezetted,You driveed,intermediate
vezet,Past definite tense,vezette,He driveed,intermediate
vezet,Past definite tense,vezettük,We driveed,intermediate
vezet,Past definite tense,vezettétek,You all driveed,intermediate
vezet,Past definite tense,vezették,They driveed,intermediate
vezet,Conditional present indefinite tense,vezetnék,I would drive,intermediate
vezet,Conditional present indefinite tense,vezetnél,You would drive,intermediate
vezet,Conditional present indefinite tense,vezetne,He would drive,intermediate
vezet,Conditional present indefinite tense,vezetnénk,We would drive,intermediate
vezet,Conditional present indefinite tense,vezetnétek,You all would drive,intermediate
vezet,Conditional present indefinite tense,vezetnének,They would drive,intermediate
vezet,Conditional present definite tense,vezetném,I would drive,intermediate
vezet,Conditional present definite tense,vezetnéd,You would drive,intermediate
vezet,Conditional present definite tense,vezetné,He would drive,intermediate
vezet,Conditional present definite tense,vezetnénk,We would drive,intermediate
vezet,Conditional present definite tense,vezetnétek,You all would drive,intermediate
vezet,Conditional present definite tense,vezetnék,They would drive,intermediate
vezet,Conditional past indefinite tense,vezettem volna,I would have driveed,intermediate
vezet,Conditional past indefinite tense,vezettél volna,You would have driveed,intermediate
vezet,Conditional past indefinite tense,vezetett volna,He would have driveed,intermediate
vezet,Conditional past indefinite tense,vezettünk volna,We would have driveed,intermediate
vezet,Conditional past indefinite tense,vezettetek volna,You all would have driveed,intermediate
vezet,Conditional past indefinite tense,vezettek volna,They would have driveed,intermediate
vezet,Conditional past definite tense,vezettem volna,I would have driveed,intermediate
vezet,Conditional past definite tense,vezetted volna,You would have driveed,intermediate
vezet,Conditional past definite tense,vezette volna,He would have driveed,intermediate
vezet,Conditional past definite tense,vezettük volna,We would have driveed,intermediate
vezet,Conditional past definite tense,vezettétek volna,You all would have driveed,intermediate
vezet,Conditional past definite tense,vezették volna,They would have driveed,intermediate
vezet,Future indefinite tense,fogok vezetni,I will drive,advanced
vezet,Future indefinite tense,fogsz vezetni,You will drive,advanced
vezet,Future indefinite tense,fog vezetni,He will drive,advanced
vezet,Future indefinite tense,fogunk vezetni,We will drive,advanced
vezet,Future indefinite tense,fogtok vezetni,You all will drive,advanced
vezet,Future indefinite tense,fognak vezetni,They will drive,advanced
vezet,Future definite tense,fogom vezetni,I will drive,advanced
vezet,Future definite tense,fogod vezetni,You will drive,advanced
vezet,Future definite tense,fogja vezetni,He will drive,advanced
vezet,Future definite tense,fogjuk vezetni,We will drive,advanced
vezet,Future definite tense,fogjátok vezetni,You all will drive,advanced
vezet,Future definite tense,fogják vezetni,They will drive,advanced
vezet,Subjunctive present definite tense,vezessem,I drive,advanced
vezet,Subjunctive present definite tense,vezesd,You drive,advanced
vezet,Subjunctive present definite tense,vezesse,He drives,advanced
vezet,Subjunctive present definite tense,vezessük,We drive,advanced
vezet,Subjunctive present definite tense,vezessétek,You all drive,advanced
vezet,Subjunctive present definite tense,vezessék,They drive,advanced
vezet,Subjunctive present indefinite tense,vezessek,I drive,advanced
vezet,Subjunctive present indefinite tense,vezess,You drive,advanced
vezet,Subjunctive present indefinite tense,vezessen,He drives,advanced
vezet,Subjunctive present indefinite tense,vezessünk,We drive,advanced
vezet,Subjunctive present indefinite tense,vezessetek,You all drive,advanced
vezet,Subjunctive present indefinite tense,vezessenek,They drive,advanced
vezet,Conjugated infinitives,vezetnem,I drive,advanced
vezet,Conjugated infinitives,vezetned,You drive,advanced
vezet,Conjugated infinitives,vezetnie,He drives,advanced
vezet,Conjugated infinitives,vezetnünk,We drive,advanced
vezet,Conjugated infinitives,vezetnetek,You all drive,advanced
vezet,Conjugated infinitives,vezetniük,They drive,advanced
en,Present indefinite tense,eszem,I eat,beginner
en,Present indefinite tense,eszel,You eat,beginner
en,Present indefinite tense,eszik,He eats,beginner
en,Present indefinite tense,eszünk,We eat,beginner
en,Present indefinite tense,esztek,You all eat,beginner
en,Present indefinite tense,esznek,They eat,beginner
en,Present definite tense,eszem,I eat,beginner
en,Present definite tense,eszed,You eat,beginner
en,Present definite tense,eszi,He eats,beginner
en,Present definite tense,esszük,We eat,beginner
en,Present definite tense,eszitek,You all eat,beginner
en,Present definite tense,eszik,They eat,beginner
en,Past indefinite tense,ettem,I ate,intermediate
en,Past indefinite tense,ettél,You ate,intermediate
en,Past indefinite tense,evett,He ate,intermediate
en,Past indefinite tense,ettünk,We ate,intermediate
en,Past indefinite tense,ettetek,You all ate,intermediate
en,Past indefinite tense,ettek,They ate,intermediate
en,Past definite tense,ettem,I ate,intermediate
en,Past definite tense,etted,You ate,intermediate
en,Past definite tense,ette,He ate,intermediate
en,Past definite tense,ettük,We ate,intermediate
en,Past definite tense,ettétek,You all ate,intermediate
en,Past definite tense,ették,They ate,intermediate
en,Conditional present indefinite tense,ennék,I would eat,intermediate
en,Conditional present indefinite tense,ennél,You would eat,intermediate
en,Conditional present indefinite tense,enne,He would eat,intermediate
en,Conditional present indefinite tense,ennénk,We would eat,intermediate
en,Conditional present indefinite tense,ennétek,You all would eat,intermediate
en,Conditional present indefinite tense,ennének,They would eat,intermediate
en,Conditional present definite tense,enném,I would eat,intermediate
en,Conditional present definite tense,ennéd,You would eat,intermediate
en,Conditional present definite tense,enné,He would eat,intermediate
en,Conditional present definite tense,ennénk,We would eat,intermediate
en,Conditional present definite tense,ennétek,You all would eat,intermediate
en,Conditional present definite tense,ennék,They would eat,intermediate
en,Conditional past indefinite tense,ettem volna,I would have ate,intermediate
en,Conditional past indefinite tense,ettél volna,You would have ate,intermediate
en,Conditional past indefinite tense,evett volna,He would have ate,intermediate
en,Conditional past indefinite tense,ettünk volna,We would have ate,intermediate
en,Conditional past indefinite tense,ettetek volna,You all would have ate,intermediate
en,Conditional past indefinite tense,ettek volna,They would have ate,intermediate
en,Conditional past definite tense,ettem volna,I would have ate,intermediate
en,Conditional past definite tense,etted volna,You would have ate,intermediate
en,Conditional past definite tense,ette volna,He would have ate,intermediate
en,Conditional past definite tense,ettük volna,We would have ate,intermediate
en,Conditional past definite tense,ettétek volna,You all would have ate,intermediate
en,Conditional past definite tense,ették volna,They would have ate,intermediate
en,Future indefinite tense,fogok enni,I will eat,advanced
en,Future indefinite tense,fogsz enni,You will eat,advanced
en,Future indefinite tense,fog enni,He will eat,advanced
en,Future indefinite tense,fogunk enni,We will eat,advanced
en,Future indefinite tense,fogtok enni,You all will eat,advanced
en,Future indefinite tense,fognak enni,They will eat,advanced
en,Future definite tense,fogom enni,I will eat,advanced
en,Future definite tense,fogod enni,You will eat,advanced
en,Future definite tense,fogja enni,He will eat,advanced
en,Future definite tense,fogjuk enni,We will eat,advanced
en,Future definite tense,fogjátok enni,You all will eat,advanced
en,Future definite tense,fogják enni,They will eat,advanced
en,Subjunctive present definite tense,egyem,I eat,advanced
en,Subjunctive present definite tense,edd,You eat,advanced
en,Subjunctive present definite tense,egye,He eats,advanced
en,Subjunctive present definite tense,együk,We eat,advanced
en,Subjunctive present definite tense,egyétek,You all eat,advanced
en,Subjunctive present definite tense,egyék,They eat,advanced
en,Subjunctive present indefinite tense,egyek,I eat,advanced
en,Subjunctive present indefinite tense,egyél,You eat,advanced
en,Subjunctive present indefinite tense,egyen,He eats,advanced
en,Subjunctive present indefinite tense,együnk,We eat,advanced
en,Subjunctive present indefinite tense,egyetek,You all eat,advanced
en,Subjunctive present indefinite tense,egyenek,They eat,advanced
en,Conjugated infinitives,ennem,I eat,advanced
en,Conjugated infinitives,enned,You eat,advanced
en,Conjugated infinitives,ennie,He eats,advanced
en,Conjugated infinitives,ennünk,We eat,advanced
en,Conjugated infinitives,ennetek,You all eat,advanced
en,Conjugated infinitives,enniük,They eat,advanced
belép,Present indefinite tense,belépek,I enter,beginner
belép,Present indefinite tense,belépsz,You enter,beginner
belép,Present indefinite tense,belép,He enters,beginner
belép,Present indefinite tense,belépünk,We enter,beginner
belép,Present indefinite tense,beléptek,You all enter,beginner
belép,Present indefinite tense,belépnek,They enter,beginner
belép,Past indefinite tense,beléptem,I entered,intermediate
belép,Past indefinite tense,beléptél,You entered,intermediate
belép,Past indefinite tense,belépett,He entered,intermediate
belép,Past indefinite tense,beléptünk,We entered,intermediate
belép,Past indefinite tense,beléptetek,You all entered,intermediate
belép,Past indefinite tense,beléptek,They entered,intermediate
belép,Conditional present indefinite tense,belépnék,I would enter,intermediate
belép,Conditional present indefinite tense,belépnél,You would enter,intermediate
belép,Conditional present indefinite tense,belépne,He would enter,intermediate
belép,Conditional present indefinite tense,belépnénk,We would enter,intermediate
belép,Conditional present indefinite tense,belépnétek,You all would enter,intermediate
belép,Conditional present indefinite tense,belépnének,They would enter,intermediate
belép,Conditional past indefinite tense,beléptem volna,I would have entered,intermediate
belép,Conditional past indefinite tense,beléptél volna,You would have entered,intermediate
belép,Conditional past indefinite tense,belépett volna,He would have entered,intermediate
belép,Conditional past indefinite tense,beléptünk volna,We would have entered,intermediate
belép,Conditional past indefinite tense,beléptetek volna,You all would have entered,intermediate
belép,Conditional past indefinite tense,beléptek volna,They would have entered,intermediate
belép,Future indefinite tense,fogok belépni,I will enter,advanced
belép,Future indefinite tense,fogsz belépni,You will enter,advanced
belép,Future indefinite tense,fog belépni,He will enter,advanced
belép,Future indefinite tense,fogunk belépni,We will enter,advanced
belép,Future indefinite tense,fogtok belépni,You all will enter,advanced
belép,Future indefinite tense,fognak belépni,They will enter,advanced
belép,Subjunctive present indefinite tense,belépjek,I enter,advanced
belép,Subjunctive present indefinite tense,belépj,You enter,advanced
belép,Subjunctive present indefinite tense,belépjen,He enters,advanced
belép,Subjunctive present indefinite tense,belépjünk,We enter,advanced
belép,Subjunctive present indefinite tense,belépjetek,You all enter,advanced
belép,Subjunctive present indefinite tense,belépjenek,They enter,advanced
belép,Conjugated infinitives,belépnem,I enter,advanced
belép,Conjugated infinitives,belépned,You enter,advanced
belép,Conjugated infinitives,belépnie,He enters,advanced
belép,Conjugated infinitives,belépnünk,We enter,advanced
belép,Conjugated infinitives,belépnetek,You all enter,advanced
belép,Conjugated infinitives,belépniük,They enter,advanced
repül,Present indefinite tense,repülök,I fly,beginner
repül,Present indefinite tense,repülsz,You fly,beginner
repül,Present indefinite tense,repül,He flies,beginner
repül,Present indefinite tense,repülünk,We fly,beginner
repül,Present indefinite tense,repültök,You all fly,beginner
repül,Present indefinite tense,repülnek,They fly,beginner
repül,Past indefinite tense,repültem,I flyed,intermediate
repül,Past indefinite tense,repültél,You flyed,intermediate
repül,Past indefinite tense,repült,He flyed,intermediate
repül,Past indefinite tense,repültünk,We flyed,intermediate
repül,Past indefinite tense,repültetek,You all flyed,intermediate
repül,Past indefinite tense,repültek,They flyed,intermediate
repül,Conditional present indefinite tense,repülnék,I would fly,intermediate
repül,Conditional present indefinite tense,repülnél,You would fly,intermediate
repül,Conditional present indefinite tense,repülne,He would fly,intermediate
repül,Conditional present indefinite tense,repülnénk,We would fly,intermediate
repül,Conditional present indefinite tense,repülnétek,You all would fly,intermediate
repül,Conditional present indefinite tense,repülnének,They would fly,intermediate
repül,Conditional past indefinite tense,repültem volna,I would have flyed,intermediate
repül,Conditional past indefinite tense,repültél volna,You would have flyed,intermediate
repül,Conditional past indefinite tense,repült volna,He would have flyed,intermediate
repül,Conditional past indefinite tense,repültünk volna,We would have flyed,intermediate
repül,Conditional past indefinite tense,repültetek volna,You all would have flyed,intermediate
repül,Conditional past indefinite tense,repültek volna,They would have flyed,intermediate
repül,Future indefinite tense,fogok repülni,I will fly,advanced
repül,Future indefinite tense,fogsz repülni,You will fly,advanced
repül,Future indefinite tense,fog repülni,He will fly,advanced
repül,Future indefinite tense,fogunk repülni,We will fly,advanced
repül,Future indefinite tense,fogtok repülni,You all will fly,advanced
repül,Future indefinite tense,fognak repülni,They will fly,advanced
repül,Subjunctive present indefinite tense,repüljek,I fly,advanced
repül,Subjunctive present indefinite tense,repülj,You fly,advanced
repül,Subjunctive present indefinite tense,repüljön,He flies,advanced
repül,Subjunctive present indefinite tense,repüljünk,We fly,advanced
repül,Subjunctive present indefinite tense,repüljetek,You all fly,advanced
repül,Subjunctive present indefinite tense,repüljenek,They fly,advanced
repül,Conjugated infinitives,repülnöm,I fly,advanced
repül,Conjugated infinitives,repülnöd,You fly,advanced
repül,Conjugated infinitives,repülnie,He flies,advanced
repül,Conjugated infinitives,repülnünk,We fly,advanced
repül,Conjugated infinitives,repülnötök,You all fly,advanced
repül,Conjugated infinitives,repülniük,They fly,advanced
néz,Present indefinite tense,nézek,I look,beginner
néz,Present indefinite tense,nézel,You look,beginner
néz,Present indefinite tense,néz,He looks,beginner
néz,Present indefinite tense,nézünk,We look,beginner
néz,Present indefinite tense,néztek,You all look,beginner
néz,Present indefinite tense,néznek,They look,beginner
néz,Present definite tense,nézem,I look,beginner
néz,Present definite tense,nézed,You look,beginner
néz,Present definite tense,nézi,He looks,beginner
néz,Present definite tense,nézzük,We look,beginner
néz,Present definite tense,nézitek,You all look,beginner
néz,Present definite tense,nézik,They look,beginner
néz,Past indefinite tense,néztem,I looked,intermediate
néz,Past indefinite tense,néztél,You looked,intermediate
néz,Past indefinite tense,nézett,He looked,intermediate
néz,Past indefinite tense,néztünk,We looked,intermediate
néz,Past indefinite tense,néztetek,You all looked,intermediate
néz,Past indefinite tense,néztek,They looked,intermediate
néz,Past definite tense,néztem,I looked,intermediate
néz,Past definite tense,nézted,You looked,intermediate
néz,Past definite tense,nézte,He looked,intermediate
néz,Past definite tense,néztük,We looked,intermediate
néz,Past definite tense,néztétek,You all looked,intermediate
néz,Past definite tense,nézték,They looked,intermediate
néz,Conditional present indefinite tense,néznék,I would look,intermediate
néz,Conditional present indefinite tense,néznél,You would look,intermediate
néz,Conditional present indefinite tense,nézne,He would look,intermediate
néz,Conditional present indefinite tense,néznénk,We would look,intermediate
néz,Conditional present indefinite tense,néznétek,You all would look,intermediate
néz,Conditional present indefinite tense,néznének,They would look,intermediate
néz,Conditional present definite tense,nézném,I would look,intermediate
néz,Conditional present definite tense,néznéd,You would look,intermediate
néz,Conditional present definite tense,nézné,He would look,intermediate
néz,Conditional present definite tense,néznénk,We would look,intermediate
néz,Conditional present definite tense,néznétek,You all would look,intermediate
néz,Conditional present definite tense,néznék,They would look,intermediate
néz,Conditional past indefinite tense,néztem volna,I would have looked,intermediate
néz,Conditional past indefinite tense,néztél volna,You would have looked,intermediate
néz,Conditional past indefinite tense,nézett volna,He would have looked,intermediate
néz,Conditional past indefinite tense,néztünk volna,We would have looked,intermediate
néz,Conditional past indefinite tense,néztetek volna,You all would have looked,intermediate
néz,Conditional past indefinite tense,néztek volna,They would have looked,intermediate
néz,Conditional past definite tense,néztem volna,I would have looked,intermediate
néz,Conditional past definite tense,nézted volna,You would have looked,intermediate
néz,Conditional past definite tense,nézte volna,He would have looked,intermediate
néz,Conditional past definite tense,néztük volna,We would have looked,intermediate
néz,Conditional past definite tense,néztétek volna,You all would have looked,intermediate
néz,Conditional past definite tense,nézték volna,They would have looked,intermediate
néz,Future indefinite tense,fogok nézni,I will look,advanced
néz,Future indefinite tense,fogsz nézni,You will look,advanced
néz,Future indefinite tense,fog nézni,He will look,advanced
néz,Future indefinite tense,fogunk nézni,We will look,advanced
néz,Future indefinite tense,fogtok nézni,You all will look,advanced
néz,Future indefinite tense,fognak nézni,They will look,advanced
néz,Future definite tense,fogom nézni,I will look,advanced
néz,Future definite tense,fogod nézni,You will look,advanced
néz,Future definite tense,fogja nézni,He will look,advanced
néz,Future definite tense,fogjuk nézni,We will look,advanced
néz,Future definite tense,fogjátok nézni,You all will look,advanced
néz,Future definite tense,fogják nézni,They will look,advanced
néz,Subjunctive present definite tense,nézzem,I look,advanced
néz,Subjunctive present definite tense,nézd,You look,advanced
néz,Subjunctive present definite tense,nézze,He looks,advanced
néz,Subjunctive present definite tense,nézzük,We look,advanced
néz,Subjunctive present definite tense,nézzétek,You all look,advanced
néz,Subjunctive present definite tense,nézzék,They look,advanced
néz,Subjunctive present indefinite tense,nézzek,I look,advanced
néz,Subjunctive present indefinite tense,nézz,You look,advanced
néz,Subjunctive present indefinite tense,nézzen,He looks,advanced
néz,Subjunctive present indefinite tense,nézzünk,We look,advanced
néz,Subjunctive present indefinite tense,nézzetek,You all look,advanced
néz,Subjunctive present indefinite tense,nézzenek,They look,advanced
néz,Conjugated infinitives,néznem,I look,advanced
néz,Conjugated infinitives,nézned,You look,advanced
néz,Conjugated infinitives,néznie,He looks,advanced
néz,Conjugated infinitives,néznünk,We look,advanced
néz,Conjugated infinitives,néznetek,You all look,advanced
néz,Conjugated infinitives,nézniük,They look,advanced
lát,Present indefinite tense,látok,I see,beginner
lát,Present indefinite tense,látsz,You see,beginner
lát,Present indefinite tense,lát,He sees,beginner
lát,Present indefinite tense,látunk,We see,beginner
lát,Present indefinite tense,láttok,You all see,beginner
lát,Present indefinite tense,látnak,They see,beginner
lát,Present definite tense,látom,I see,beginner
lát,Present definite tense,látod,You see,beginner
lát,Present definite tense,látja,He sees,beginner
lát,Present definite tense,látjuk,We see,beginner
lát,Present definite tense,látjátok,You all see,beginner
lát,Present definite tense,látják,They see,beginner
lát,Past indefinite tense,láttam,I saw,intermediate
lát,Past indefinite tense,láttál,You saw,intermediate
lát,Past indefinite tense,látott,He saw,intermediate
lát,Past indefinite tense,láttunk,We saw,intermediate
lát,Past indefinite tense,láttatok,You all saw,intermediate
lát,Past indefinite tense,láttak,They saw,intermediate
lát,Past definite tense,láttam,I saw,intermediate
lát,Past definite tense,láttad,You saw,intermediate
lát,Past definite tense,látta,He saw,intermediate
lát,Past definite tense,láttuk,We saw,intermediate
lát,Past definite tense,láttátok,You all saw,intermediate
lát,Past definite tense,látták,They saw,intermediate
lát,Conditional present indefinite tense,látnék,I would see,intermediate
lát,Conditional present indefinite tense,látnál,You would see,intermediate
