Verb,Tense,Form,Translation,Difficulty
vág,Past indefinite tense,vágtam,I vágtam,intermediate
vág,Past indefinite tense,vágtál,You vágtál,intermediate
vág,Past indefinite tense,vágott,He/She vágott,intermediate
vág,Past indefinite tense,vágtunk,We vágtunk,intermediate
vág,Past indefinite tense,vágtatok,I vágtatok,intermediate
vág,Past indefinite tense,vágtak,They vágtak,intermediate
vág,Past definite tense,vágtam,I vágtam,intermediate
vág,Past definite tense,vágtad,vágtad,intermediate
vág,Past definite tense,vágta,vágta,intermediate
vág,Past definite tense,vágtuk,vágtuk,intermediate
vág,Past definite tense,vágtátok,I vágtátok,intermediate
vág,Past definite tense,vágták,vágták,intermediate
vág,Conditional present indefinite tense,vágnék,vágnék,beginner
vág,Conditional present indefinite tense,vágnál,vágnál,beginner
vág,Conditional present indefinite tense,vágna,vágna,beginner
vág,Conditional present indefinite tense,vágnánk,vágnánk,beginner
vág,Conditional present indefinite tense,vágnátok,I vágnátok,beginner
vág,Conditional present indefinite tense,vágnának,They vágnának,beginner
vág,Conditional present definite tense,vágnám,vágnám,beginner
vág,Conditional present definite tense,vágnád,vágnád,beginner
vág,Conditional present definite tense,vágná,vágná,beginner
vág,Conditional present definite tense,vágnánk,vágnánk,beginner
vág,Conditional present definite tense,vágnátok,I vágnátok,beginner
vág,Conditional present definite tense,vágnák,vágnák,beginner
vág,Conditional past indefinite tense,vágtam volna,vágtam volna,intermediate
vág,Conditional past indefinite tense,vágtál volna,vágtál volna,intermediate
vág,Conditional past indefinite tense,vágott volna,vágott volna,intermediate
vág,Conditional past indefinite tense,vágtunk volna,vágtunk volna,intermediate
vág,Conditional past indefinite tense,vágtatok volna,vágtatok volna,intermediate
vág,Conditional past indefinite tense,vágtak volna,vágtak volna,intermediate
vág,Conditional past definite tense,vágtam volna,vágtam volna,intermediate
vág,Conditional past definite tense,vágtad volna,vágtad volna,intermediate
vág,Conditional past definite tense,vágta volna,vágta volna,intermediate
vág,Conditional past definite tense,vágtuk volna,vágtuk volna,intermediate
vág,Conditional past definite tense,vágtátok volna,vágtátok volna,intermediate
vág,Conditional past definite tense,vágták volna,vágták volna,intermediate
vág,Future indefinite tense,fogok vágni,fogok vágni,advanced
vág,Future indefinite tense,fogsz vágni,fogsz vágni,advanced
vág,Future indefinite tense,fog vágni,fog vágni,advanced
vág,Future indefinite tense,fogunk vágni,fogunk vágni,advanced
vág,Future indefinite tense,fogtok vágni,fogtok vágni,advanced
vág,Future indefinite tense,fognak vágni,fognak vágni,advanced
vág,Future definite tense,fogom vágni,fogom vágni,advanced
vág,Future definite tense,fogod vágni,fogod vágni,advanced
vág,Future definite tense,fogja vágni,fogja vágni,advanced
vág,Future definite tense,fogjuk vágni,fogjuk vágni,advanced
vág,Future definite tense,fogjátok vágni,fogjátok vágni,advanced
vág,Future definite tense,fogják vágni,fogják vágni,advanced
vág,Subjunctive present definite tense,vágjam,vágjam,beginner
vág,Subjunctive present definite tense,vágd,vágd,beginner
vág,Subjunctive present definite tense,vágja,He/She vágja,beginner
vág,Subjunctive present definite tense,vágjuk,We vágjuk,beginner
vág,Subjunctive present definite tense,vágjátok,I vágjátok,beginner
vág,Subjunctive present definite tense,vágják,They vágják,beginner
vág,Subjunctive present indefinite tense,vágjak,vágjak,beginner
vág,Subjunctive present indefinite tense,vágj,vágj,beginner
vág,Subjunctive present indefinite tense,vágjon,vágjon,beginner
vág,Subjunctive present indefinite tense,vágjunk,We vágjunk,beginner
vág,Subjunctive present indefinite tense,vágjatok,I vágjatok,beginner
vág,Subjunctive present indefinite tense,vágjanak,They vágjanak,beginner
vág,Conjugated infinitives,vágnom,I vágnom,advanced
vág,Conjugated infinitives,vágnod,You vágnod,advanced
vág,Conjugated infinitives,vágnia,vágnia,advanced
vág,Conjugated infinitives,vágnunk,We vágnunk,advanced
vág,Conjugated infinitives,vágnotok,I vágnotok,advanced
vág,Conjugated infinitives,vágniuk,vágniuk,advanced
dönt,Present indefinite tense,döntök,döntök,beginner
dönt,Present indefinite tense,döntesz,You (singular) döntesz,beginner
dönt,Present indefinite tense,dönt,dönt,beginner
dönt,Present indefinite tense,döntünk,döntünk,beginner
dönt,Present indefinite tense,döntötök,döntötök,beginner
dönt,Present indefinite tense,döntenek,döntenek,beginner
dönt,Present definite tense,döntöm,döntöm,beginner
dönt,Present definite tense,döntöd,döntöd,beginner
dönt,Present definite tense,dönti,dönti,beginner
dönt,Present definite tense,döntjük,döntjük,beginner
dönt,Present definite tense,döntitek,döntitek,beginner
dönt,Present definite tense,döntik,döntik,beginner
dönt,Past indefinite tense,döntöttem,döntöttem,intermediate
dönt,Past indefinite tense,döntöttél,döntöttél,intermediate
dönt,Past indefinite tense,döntött,döntött,intermediate
dönt,Past indefinite tense,döntöttünk,döntöttünk,intermediate
dönt,Past indefinite tense,döntöttetek,döntöttetek,intermediate
dönt,Past indefinite tense,döntöttek,döntöttek,intermediate
dönt,Past definite tense,döntöttem,döntöttem,intermediate
dönt,Past definite tense,döntötted,döntötted,intermediate
dönt,Past definite tense,döntötte,döntötte,intermediate
dönt,Past definite tense,döntöttük,döntöttük,intermediate
dönt,Past definite tense,döntöttétek,döntöttétek,intermediate
dönt,Past definite tense,döntötték,döntötték,intermediate
dönt,Conditional present indefinite tense,döntenék,döntenék,beginner
dönt,Conditional present indefinite tense,döntenél,döntenél,beginner
dönt,Conditional present indefinite tense,döntene,döntene,beginner
dönt,Conditional present indefinite tense,döntenénk,döntenénk,beginner
dönt,Conditional present indefinite tense,döntenétek,döntenétek,beginner
dönt,Conditional present indefinite tense,döntenének,döntenének,beginner
dönt,Conditional present definite tense,dönteném,dönteném,beginner
dönt,Conditional present definite tense,döntenéd,döntenéd,beginner
dönt,Conditional present definite tense,döntené,döntené,beginner
dönt,Conditional present definite tense,döntenénk,döntenénk,beginner
dönt,Conditional present definite tense,döntenétek,döntenétek,beginner
dönt,Conditional present definite tense,döntenék,döntenék,beginner
dönt,Conditional past indefinite tense,döntöttem volna,döntöttem volna,intermediate
dönt,Conditional past indefinite tense,döntöttél volna,döntöttél volna,intermediate
dönt,Conditional past indefinite tense,döntött volna,döntött volna,intermediate
dönt,Conditional past indefinite tense,döntöttünk volna,döntöttünk volna,intermediate
dönt,Conditional past indefinite tense,döntöttetek volna,döntöttetek volna,intermediate
dönt,Conditional past indefinite tense,döntöttek volna,döntöttek volna,intermediate
dönt,Conditional past definite tense,döntöttem volna,döntöttem volna,intermediate
dönt,Conditional past definite tense,döntötted volna,döntötted volna,intermediate
dönt,Conditional past definite tense,döntötte volna,döntötte volna,intermediate
dönt,Conditional past definite tense,döntöttük volna,döntöttük volna,intermediate
dönt,Conditional past definite tense,döntöttétek volna,döntöttétek volna,intermediate
dönt,Conditional past definite tense,döntötték volna,döntötték volna,intermediate
dönt,Future indefinite tense,fogok dönteni,fogok dönteni,advanced
dönt,Future indefinite tense,fogsz dönteni,fogsz dönteni,advanced
dönt,Future indefinite tense,fog dönteni,fog dönteni,advanced
dönt,Future indefinite tense,fogunk dönteni,fogunk dönteni,advanced
dönt,Future indefinite tense,fogtok dönteni,fogtok dönteni,advanced
dönt,Future indefinite tense,fognak dönteni,fognak dönteni,advanced
dönt,Future definite tense,fogom dönteni,fogom dönteni,advanced
dönt,Future definite tense,fogod dönteni,fogod dönteni,advanced
dönt,Future definite tense,fogja dönteni,fogja dönteni,advanced
dönt,Future definite tense,fogjuk dönteni,fogjuk dönteni,advanced
dönt,Future definite tense,fogjátok dönteni,fogjátok dönteni,advanced
dönt,Future definite tense,fogják dönteni,fogják dönteni,advanced
dönt,Subjunctive present definite tense,döntsem,döntsem,beginner
dönt,Subjunctive present definite tense,döntsd,döntsd,beginner
dönt,Subjunctive present definite tense,döntse,döntse,beginner
dönt,Subjunctive present definite tense,döntsük,döntsük,beginner
dönt,Subjunctive present definite tense,döntsétek,döntsétek,beginner
dönt,Subjunctive present definite tense,döntsék,döntsék,beginner
dönt,Subjunctive present indefinite tense,döntsek,döntsek,beginner
dönt,Subjunctive present indefinite tense,dönts,dönts,beginner
dönt,Subjunctive present indefinite tense,döntsön,döntsön,beginner
dönt,Subjunctive present indefinite tense,döntsünk,döntsünk,beginner
dönt,Subjunctive present indefinite tense,döntsetek,döntsetek,beginner
dönt,Subjunctive present indefinite tense,döntsenek,döntsenek,beginner
dönt,Conjugated infinitives,döntenem,döntenem,advanced
dönt,Conjugated infinitives,döntened,döntened,advanced
dönt,Conjugated infinitives,döntenie,döntenie,advanced
dönt,Conjugated infinitives,döntenünk,döntenünk,advanced
dönt,Conjugated infinitives,döntenetek,döntenetek,advanced
dönt,Conjugated infinitives,dönteniük,dönteniük,advanced
csinál,Present indefinite tense,csinálok,I csinálok,beginner
csinál,Present indefinite tense,csinálsz,You (singular) csinálsz,beginner
csinál,Present indefinite tense,csinál,csinál,beginner
csinál,Present indefinite tense,csinálunk,We csinálunk,beginner
csinál,Present indefinite tense,csináltok,I csináltok,beginner
csinál,Present indefinite tense,csinálnak,They csinálnak,beginner
csinál,Present definite tense,csinálom,I csinálom,beginner
csinál,Present definite tense,csinálod,You csinálod,beginner
csinál,Present definite tense,csinálja,He/She csinálja,beginner
csinál,Present definite tense,csináljuk,We csináljuk,beginner
csinál,Present definite tense,csináljátok,I csináljátok,beginner
csinál,Present definite tense,csinálják,They csinálják,beginner
csinál,Past indefinite tense,csináltam,I csináltam,intermediate
csinál,Past indefinite tense,csináltál,You csináltál,intermediate
csinál,Past indefinite tense,csinált,csinált,intermediate
csinál,Past indefinite tense,csináltunk,We csináltunk,intermediate
csinál,Past indefinite tense,csináltatok,I csináltatok,intermediate
csinál,Past indefinite tense,csináltak,They csináltak,intermediate
csinál,Past definite tense,csináltam,I csináltam,intermediate
csinál,Past definite tense,csináltad,csináltad,intermediate
csinál,Past definite tense,csinálta,csinálta,intermediate
csinál,Past definite tense,csináltuk,csináltuk,intermediate
csinál,Past definite tense,csináltátok,I csináltátok,intermediate
csinál,Past definite tense,csinálták,csinálták,intermediate
csinál,Conditional present indefinite tense,csinálnék,csinálnék,beginner
csinál,Conditional present indefinite tense,csinálnál,csinálnál,beginner
csinál,Conditional present indefinite tense,csinálna,csinálna,beginner
csinál,Conditional present indefinite tense,csinálnánk,csinálnánk,beginner
csinál,Conditional present indefinite tense,csinálnátok,I csinálnátok,beginner
csinál,Conditional present indefinite tense,csinálnának,They csinálnának,beginner
csinál,Conditional present definite tense,csinálnám,csinálnám,beginner
csinál,Conditional present definite tense,csinálnád,csinálnád,beginner
csinál,Conditional present definite tense,csinálná,csinálná,beginner
csinál,Conditional present definite tense,csinálnánk,csinálnánk,beginner
csinál,Conditional present definite tense,csinálnátok,I csinálnátok,beginner
csinál,Conditional present definite tense,csinálnák,csinálnák,beginner
csinál,Conditional past indefinite tense,csináltam volna,csináltam volna,intermediate
csinál,Conditional past indefinite tense,csináltál volna,csináltál volna,intermediate
csinál,Conditional past indefinite tense,csinált volna,csinált volna,intermediate
csinál,Conditional past indefinite tense,csináltunk volna,csináltunk volna,intermediate
csinál,Conditional past indefinite tense,csináltatok volna,csináltatok volna,intermediate
csinál,Conditional past indefinite tense,csináltak volna,csináltak volna,intermediate
csinál,Conditional past definite tense,csináltam volna,csináltam volna,intermediate
csinál,Conditional past definite tense,csináltad volna,csináltad volna,intermediate
csinál,Conditional past definite tense,csinálta volna,csinálta volna,intermediate
csinál,Conditional past definite tense,csináltuk volna,csináltuk volna,intermediate
csinál,Conditional past definite tense,csináltátok volna,csináltátok volna,intermediate
csinál,Conditional past definite tense,csinálták volna,csinálták volna,intermediate
csinál,Future indefinite tense,fogok csinálni,fogok csinálni,advanced
csinál,Future indefinite tense,fogsz csinálni,fogsz csinálni,advanced
csinál,Future indefinite tense,fog csinálni,fog csinálni,advanced
csinál,Future indefinite tense,fogunk csinálni,fogunk csinálni,advanced
csinál,Future indefinite tense,fogtok csinálni,fogtok csinálni,advanced
csinál,Future indefinite tense,fognak csinálni,fognak csinálni,advanced
csinál,Future definite tense,fogom csinálni,fogom csinálni,advanced
csinál,Future definite tense,fogod csinálni,fogod csinálni,advanced
csinál,Future definite tense,fogja csinálni,fogja csinálni,advanced
csinál,Future definite tense,fogjuk csinálni,fogjuk csinálni,advanced
csinál,Future definite tense,fogjátok csinálni,fogjátok csinálni,advanced
csinál,Future definite tense,fogják csinálni,fogják csinálni,advanced
csinál,Subjunctive present definite tense,csináljam,csináljam,beginner
csinál,Subjunctive present definite tense,csináld,csináld,beginner
csinál,Subjunctive present definite tense,csinálja,He/She csinálja,beginner
csinál,Subjunctive present definite tense,csináljuk,We csináljuk,beginner
csinál,Subjunctive present definite tense,csináljátok,I csináljátok,beginner
csinál,Subjunctive present definite tense,csinálják,They csinálják,beginner
csinál,Subjunctive present indefinite tense,csináljak,csináljak,beginner
csinál,Subjunctive present indefinite tense,csinálj,csinálj,beginner
csinál,Subjunctive present indefinite tense,csináljon,csináljon,beginner
csinál,Subjunctive present indefinite tense,csináljunk,We csináljunk,beginner
csinál,Subjunctive present indefinite tense,csináljatok,I csináljatok,beginner
csinál,Subjunctive present indefinite tense,csináljanak,They csináljanak,beginner
csinál,Conjugated infinitives,csinálnom,I csinálnom,advanced
csinál,Conjugated infinitives,csinálnod,You csinálnod,advanced
csinál,Conjugated infinitives,csinálnia,csinálnia,advanced
csinál,Conjugated infinitives,csinálnunk,We csinálnunk,advanced
csinál,Conjugated infinitives,csinálnotok,I csinálnotok,advanced
csinál,Conjugated infinitives,csinálniuk,csinálniuk,advanced
vezet,Present indefinite tense,vezetek,vezetek,beginner
vezet,Present indefinite tense,vezetsz,You (singular) vezetsz,beginner
vezet,Present indefinite tense,vezet,vezet,beginner
vezet,Present indefinite tense,vezetünk,vezetünk,beginner
vezet,Present indefinite tense,vezettek,vezettek,beginner
vezet,Present indefinite tense,vezetnek,vezetnek,beginner
vezet,Present definite tense,vezetem,vezetem,beginner
vezet,Present definite tense,vezeted,vezeted,beginner
vezet,Present definite tense,vezeti,vezeti,beginner
vezet,Present definite tense,vezetjük,vezetjük,beginner
vezet,Present definite tense,vezetitek,vezetitek,beginner
vezet,Present definite tense,vezetik,vezetik,beginner
vezet,Past indefinite tense,vezettem,vezettem,intermediate
vezet,Past indefinite tense,vezettél,vezettél,intermediate
vezet,Past indefinite tense,vezetett,vezetett,intermediate
vezet,Past indefinite tense,vezettünk,vezettünk,intermediate
vezet,Past indefinite tense,vezettetek,vezettetek,intermediate
vezet,Past indefinite tense,vezettek,vezettek,intermediate
vezet,Past definite tense,vezettem,vezettem,intermediate
vezet,Past definite tense,vezetted,vezetted,intermediate
vezet,Past definite tense,vezette,vezette,intermediate
vezet,Past definite tense,vezettük,vezettük,intermediate
vezet,Past definite tense,vezettétek,vezettétek,intermediate
vezet,Past definite tense,vezették,vezették,intermediate
vezet,Conditional present indefinite tense,vezetnék,vezetnék,beginner
vezet,Conditional present indefinite tense,vezetnél,vezetnél,beginner
vezet,Conditional present indefinite tense,vezetne,vezetne,beginner
vezet,Conditional present indefinite tense,vezetnénk,vezetnénk,beginner
vezet,Conditional present indefinite tense,vezetnétek,vezetnétek,beginner
vezet,Conditional present indefinite tense,vezetnének,vezetnének,beginner
vezet,Conditional present definite tense,vezetném,vezetném,beginner
vezet,Conditional present definite tense,vezetnéd,vezetnéd,beginner
vezet,Conditional present definite tense,vezetné,vezetné,beginner
vezet,Conditional present definite tense,vezetnénk,vezetnénk,beginner
vezet,Conditional present definite tense,vezetnétek,vezetnétek,beginner
vezet,Conditional present definite tense,vezetnék,vezetnék,beginner
vezet,Conditional past indefinite tense,vezettem volna,vezettem volna,intermediate
vezet,Conditional past indefinite tense,vezettél volna,vezettél volna,intermediate
vezet,Conditional past indefinite tense,vezetett volna,vezetett volna,intermediate
vezet,Conditional past indefinite tense,vezettünk volna,vezettünk volna,intermediate
vezet,Conditional past indefinite tense,vezettetek volna,vezettetek volna,intermediate
vezet,Conditional past indefinite tense,vezettek volna,vezettek volna,intermediate
vezet,Conditional past definite tense,vezettem volna,vezettem volna,intermediate
vezet,Conditional past definite tense,vezetted volna,vezetted volna,intermediate
vezet,Conditional past definite tense,vezette volna,vezette volna,intermediate
vezet,Conditional past definite tense,vezettük volna,vezettük volna,intermediate
vezet,Conditional past definite tense,vezettétek volna,vezettétek volna,intermediate
vezet,Conditional past definite tense,vezették volna,vezették volna,intermediate
vezet,Future indefinite tense,fogok vezetni,fogok vezetni,advanced
vezet,Future indefinite tense,fogsz vezetni,fogsz vezetni,advanced
vezet,Future indefinite tense,fog vezetni,fog vezetni,advanced
vezet,Future indefinite tense,fogunk vezetni,fogunk vezetni,advanced
vezet,Future indefinite tense,fogtok vezetni,fogtok vezetni,advanced
vezet,Future indefinite tense,fognak vezetni,fognak vezetni,advanced
vezet,Future definite tense,fogom vezetni,fogom vezetni,advanced
vezet,Future definite tense,fogod vezetni,fogod vezetni,advanced
vezet,Future definite tense,fogja vezetni,fogja vezetni,advanced
vezet,Future definite tense,fogjuk vezetni,fogjuk vezetni,advanced
vezet,Future definite tense,fogjátok vezetni,fogjátok vezetni,advanced
vezet,Future definite tense,fogják vezetni,fogják vezetni,advanced
vezet,Subjunctive present definite tense,vezessem,vezessem,beginner
vezet,Subjunctive present definite tense,vezesd,vezesd,beginner
vezet,Subjunctive present definite tense,vezesse,vezesse,beginner
vezet,Subjunctive present definite tense,vezessük,vezessük,beginner
vezet,Subjunctive present definite tense,vezessétek,vezessétek,beginner
vezet,Subjunctive present definite tense,vezessék,vezessék,beginner
vezet,Subjunctive present indefinite tense,vezessek,vezessek,beginner
vezet,Subjunctive present indefinite tense,vezess,vezess,beginner
vezet,Subjunctive present indefinite tense,vezessen,vezessen,beginner
vezet,Subjunctive present indefinite tense,vezessünk,vezessünk,beginner
vezet,Subjunctive present indefinite tense,vezessetek,vezessetek,beginner
vezet,Subjunctive present indefinite tense,vezessenek,vezessenek,beginner
vezet,Conjugated infinitives,vezetnem,vezetnem,advanced
vezet,Conjugated infinitives,vezetned,vezetned,advanced
vezet,Conjugated infinitives,vezetnie,vezetnie,advanced
vezet,Conjugated infinitives,vezetnünk,vezetnünk,advanced
vezet,Conjugated infinitives,vezetnetek,vezetnetek,advanced
vezet,Conjugated infinitives,vezetniük,vezetniük,advanced
eszik,Present indefinite tense,eszem,eszem,beginner
eszik,Present indefinite tense,eszel,eszel,beginner
eszik,Present indefinite tense,eszik,eszik,beginner
eszik,Present indefinite tense,eszünk,eszünk,beginner
eszik,Present indefinite tense,esztek,esztek,beginner
eszik,Present indefinite tense,esznek,esznek,beginner
eszik,Present definite tense,eszem,eszem,beginner
eszik,Present definite tense,eszed,eszed,beginner
eszik,Present definite tense,eszi,eszi,beginner
eszik,Present definite tense,esszük,esszük,beginner
eszik,Present definite tense,eszitek,eszitek,beginner
eszik,Present definite tense,eszik,eszik,beginner
eszik,Past indefinite tense,ettem,ettem,intermediate
eszik,Past indefinite tense,ettél,ettél,intermediate
eszik,Past indefinite tense,evett,evett,intermediate
eszik,Past indefinite tense,ettünk,ettünk,intermediate
eszik,Past indefinite tense,ettetek,ettetek,intermediate
eszik,Past indefinite tense,ettek,ettek,intermediate
eszik,Past definite tense,ettem,ettem,intermediate
eszik,Past definite tense,etted,etted,intermediate
eszik,Past definite tense,ette,ette,intermediate
eszik,Past definite tense,ettük,ettük,intermediate
eszik,Past definite tense,ettétek,ettétek,intermediate
eszik,Past definite tense,ették,ették,intermediate
eszik,Conditional present indefinite tense,ennék,ennék,beginner
eszik,Conditional present indefinite tense,ennél,ennél,beginner
eszik,Conditional present indefinite tense,enne,enne,beginner
eszik,Conditional present indefinite tense,ennénk,ennénk,beginner
eszik,Conditional present indefinite tense,ennétek,ennétek,beginner
eszik,Conditional present indefinite tense,ennének,ennének,beginner
eszik,Conditional present definite tense,enném,enném,beginner
eszik,Conditional present definite tense,ennéd,ennéd,beginner
eszik,Conditional present definite tense,enné,enné,beginner
eszik,Conditional present definite tense,ennénk,ennénk,beginner
eszik,Conditional present definite tense,ennétek,ennétek,beginner
eszik,Conditional present definite tense,ennék,ennék,beginner
eszik,Conditional past indefinite tense,ettem volna,ettem volna,intermediate
eszik,Conditional past indefinite tense,ettél volna,ettél volna,intermediate
eszik,Conditional past indefinite tense,evett volna,evett volna,intermediate
eszik,Conditional past indefinite tense,ettünk volna,ettünk volna,intermediate
eszik,Conditional past indefinite tense,ettetek volna,ettetek volna,intermediate
eszik,Conditional past indefinite tense,ettek volna,ettek volna,intermediate
eszik,Conditional past definite tense,ettem volna,ettem volna,intermediate
eszik,Conditional past definite tense,etted volna,etted volna,intermediate
eszik,Conditional past definite tense,ette volna,ette volna,intermediate
eszik,Conditional past definite tense,ettük volna,ettük volna,intermediate
eszik,Conditional past definite tense,ettétek volna,ettétek volna,intermediate
eszik,Conditional past definite tense,ették volna,ették volna,intermediate
eszik,Future indefinite tense,fogok enni,fogok enni,advanced
eszik,Future indefinite tense,fogsz enni,fogsz enni,advanced
eszik,Future indefinite tense,fog enni,fog enni,advanced
eszik,Future indefinite tense,fogunk enni,fogunk enni,advanced
eszik,Future indefinite tense,fogtok enni,fogtok enni,advanced
eszik,Future indefinite tense,fognak enni,fognak enni,advanced
eszik,Future definite tense,fogom enni,fogom enni,advanced
eszik,Future definite tense,fogod enni,fogod enni,advanced
eszik,Future definite tense,fogja enni,fogja enni,advanced
eszik,Future definite tense,fogjuk enni,fogjuk enni,advanced
eszik,Future definite tense,fogjátok enni,fogjátok enni,advanced
eszik,Future definite tense,fogják enni,fogják enni,advanced
eszik,Subjunctive present definite tense,egyem,egyem,beginner
eszik,Subjunctive present definite tense,edd,edd,beginner
eszik,Subjunctive present definite tense,egye,egye,beginner
eszik,Subjunctive present definite tense,együk,együk,beginner
eszik,Subjunctive present definite tense,egyétek,egyétek,beginner
eszik,Subjunctive present definite tense,egyék,egyék,beginner
eszik,Subjunctive present indefinite tense,egyek,egyek,beginner
eszik,Subjunctive present indefinite tense,egyél,egyél,beginner
eszik,Subjunctive present indefinite tense,egyen,egyen,beginner
eszik,Subjunctive present indefinite tense,együnk,együnk,beginner
eszik,Subjunctive present indefinite tense,egyetek,egyetek,beginner
eszik,Subjunctive present indefinite tense,egyenek,egyenek,beginner
eszik,Conjugated infinitives,ennem,ennem,advanced
eszik,Conjugated infinitives,enned,enned,advanced
eszik,Conjugated infinitives,ennie,ennie,advanced
eszik,Conjugated infinitives,ennünk,ennünk,advanced
eszik,Conjugated infinitives,ennetek,ennetek,advanced
eszik,Conjugated infinitives,enniük,enniük,advanced
belép,Present indefinite tense,belépek,belépek,beginner
belép,Present indefinite tense,belépsz,You (singular) belépsz,beginner
belép,Present indefinite tense,belép,belép,beginner
belép,Present indefinite tense,belépünk,belépünk,beginner
belép,Present indefinite tense,beléptek,beléptek,beginner
belép,Present indefinite tense,belépnek,belépnek,beginner
belép,Past indefinite tense,beléptem,beléptem,intermediate
belép,Past indefinite tense,beléptél,beléptél,intermediate
belép,Past indefinite tense,belépett,belépett,intermediate
belép,Past indefinite tense,beléptünk,beléptünk,intermediate
belép,Past indefinite tense,beléptetek,beléptetek,intermediate
belép,Past indefinite tense,beléptek,beléptek,intermediate
belép,Conditional present indefinite tense,belépnék,belépnék,beginner
belép,Conditional present indefinite tense,belépnél,belépnél,beginner
belép,Conditional present indefinite tense,belépne,belépne,beginner
belép,Conditional present indefinite tense,belépnénk,belépnénk,beginner
belép,Conditional present indefinite tense,belépnétek,belépnétek,beginner
belép,Conditional present indefinite tense,belépnének,belépnének,beginner
belép,Conditional past indefinite tense,beléptem volna,beléptem volna,intermediate
belép,Conditional past indefinite tense,beléptél volna,beléptél volna,intermediate
belép,Conditional past indefinite tense,belépett volna,belépett volna,intermediate
belép,Conditional past indefinite tense,beléptünk volna,beléptünk volna,intermediate
belép,Conditional past indefinite tense,beléptetek volna,beléptetek volna,intermediate
belép,Conditional past indefinite tense,beléptek volna,beléptek volna,intermediate
belép,Future indefinite tense,fogok belépni,fogok belépni,advanced
belép,Future indefinite tense,fogsz belépni,fogsz belépni,advanced
belép,Future indefinite tense,fog belépni,fog belépni,advanced
belép,Future indefinite tense,fogunk belépni,fogunk belépni,advanced
belép,Future indefinite tense,fogtok belépni,fogtok belépni,advanced
belép,Future indefinite tense,fognak belépni,fognak belépni,advanced
belép,Subjunctive present indefinite tense,belépjek,belépjek,beginner
belép,Subjunctive present indefinite tense,belépj,belépj,beginner
belép,Subjunctive present indefinite tense,belépjen,belépjen,beginner
belép,Subjunctive present indefinite tense,belépjünk,belépjünk,beginner
belép,Subjunctive present indefinite tense,belépjetek,belépjetek,beginner
belép,Subjunctive present indefinite tense,belépjenek,belépjenek,beginner
belép,Conjugated infinitives,belépnem,belépnem,advanced
belép,Conjugated infinitives,belépned,belépned,advanced
belép,Conjugated infinitives,belépnie,belépnie,advanced
belép,Conjugated infinitives,belépnünk,belépnünk,advanced
belép,Conjugated infinitives,belépnetek,belépnetek,advanced
belép,Conjugated infinitives,belépniük,belépniük,advanced
repül,Present indefinite tense,repülök,repülök,beginner
repül,Present indefinite tense,repülsz,You (singular) repülsz,beginner
repül,Present indefinite tense,repül,repül,beginner
repül,Present indefinite tense,repülünk,repülünk,beginner
repül,Present indefinite tense,repültök,repültök,beginner
repül,Present indefinite tense,repülnek,repülnek,beginner
repül,Past indefinite tense,repültem,repültem,intermediate
repül,Past indefinite tense,repültél,repültél,intermediate
repül,Past indefinite tense,repült,repült,intermediate
repül,Past indefinite tense,repültünk,repültünk,intermediate
repül,Past indefinite tense,repültetek,repültetek,intermediate
repül,Past indefinite tense,repültek,repültek,intermediate
repül,Conditional present indefinite tense,repülnék,repülnék,beginner
repül,Conditional present indefinite tense,repülnél,repülnél,beginner
repül,Conditional present indefinite tense,repülne,repülne,beginner
repül,Conditional present indefinite tense,repülnénk,repülnénk,beginner
repül,Conditional present indefinite tense,repülnétek,repülnétek,beginner
repül,Conditional present indefinite tense,repülnének,repülnének,beginner
repül,Conditional past indefinite tense,repültem volna,repültem volna,intermediate
repül,Conditional past indefinite tense,repültél volna,repültél volna,intermediate
repül,Conditional past indefinite tense,repült volna,repült volna,intermediate
repül,Conditional past indefinite tense,repültünk volna,repültünk volna,intermediate
repül,Conditional past indefinite tense,repültetek volna,repültetek volna,intermediate
repül,Conditional past indefinite tense,repültek volna,repültek volna,intermediate
repül,Future indefinite tense,fogok repülni,fogok repülni,advanced
repül,Future indefinite tense,fogsz repülni,fogsz repülni,advanced
repül,Future indefinite tense,fog repülni,fog repülni,advanced
repül,Future indefinite tense,fogunk repülni,fogunk repülni,advanced
repül,Future indefinite tense,fogtok repülni,fogtok repülni,advanced
repül,Future indefinite tense,fognak repülni,fognak repülni,advanced
repül,Subjunctive present indefinite tense,repüljek,repüljek,beginner
repül,Subjunctive present indefinite tense,repülj,repülj,beginner
repül,Subjunctive present indefinite tense,repüljön,repüljön,beginner
repül,Subjunctive present indefinite tense,repüljünk,repüljünk,beginner
repül,Subjunctive present indefinite tense,repüljetek,repüljetek,beginner
repül,Subjunctive present indefinite tense,repüljenek,repüljenek,beginner
repül,Conjugated infinitives,repülnöm,repülnöm,advanced
repül,Conjugated infinitives,repülnöd,repülnöd,advanced
repül,Conjugated infinitives,repülnie,repülnie,advanced
repül,Conjugated infinitives,repülnünk,repülnünk,advanced
repül,Conjugated infinitives,repülnötök,repülnötök,advanced
repül,Conjugated infinitives,repülniük,repülniük,advanced
néz,Present indefinite tense,nézek,nézek,beginner
néz,Present indefinite tense,nézel,nézel,beginner
néz,Present indefinite tense,néz,néz,beginner
néz,Present indefinite tense,nézünk,nézünk,beginner
néz,Present indefinite tense,néztek,néztek,beginner
néz,Present indefinite tense,néznek,néznek,beginner
néz,Present definite tense,nézem,nézem,beginner
