Verb,Tense,Form
számol,Future indefinite tense,fog számolni
számol,Future indefinite tense,fogunk számolni
számol,Future indefinite tense,fogtok számolni
számol,Future indefinite tense,fognak számolni
számol,Future definite tense,fogom számolni
számol,Future definite tense,fogod számolni
számol,Future definite tense,fogja számolni
számol,Future definite tense,fogjuk számolni
számol,Future definite tense,fogjátok számolni
számol,Future definite tense,fogják számolni
számol,Subjunctive present definite tense,számoljam
számol,Subjunctive present definite tense,számold
számol,Subjunctive present definite tense,számolja
számol,Subjunctive present definite tense,számoljuk
számol,Subjunctive present definite tense,számoljátok
számol,Subjunctive present definite tense,számolják
számol,Subjunctive present indefinite tense,számoljak
számol,Subjunctive present indefinite tense,számolj
számol,Subjunctive present indefinite tense,számoljon
számol,Subjunctive present indefinite tense,számoljunk
számol,Subjunctive present indefinite tense,számoljatok
számol,Subjunctive present indefinite tense,számoljanak
számol,Conjugated infinitives,számolnom
számol,Conjugated infinitives,számolnod
számol,Conjugated infinitives,számolnia
számol,Conjugated infinitives,számolnunk
számol,Conjugated infinitives,számolnotok
számol,Conjugated infinitives,számolniuk
sír,Present indefinite tense,sírok
sír,Present indefinite tense,sírsz
sír,Present indefinite tense,sír
sír,Present indefinite tense,sírunk
sír,Present indefinite tense,sírtok
sír,Present indefinite tense,sírnak
sír,Past indefinite tense,sírtam
sír,Past indefinite tense,sírtál
sír,Past indefinite tense,sírt
sír,Past indefinite tense,sírtunk
sír,Past indefinite tense,sírtatok
sír,Past indefinite tense,sírtak
sír,Conditional present indefinite tense,sírnék
sír,Conditional present indefinite tense,sírnál
sír,Conditional present indefinite tense,sírna
sír,Conditional present indefinite tense,sírnánk
sír,Conditional present indefinite tense,sírnátok
sír,Conditional present indefinite tense,sírnának
sír,Conditional past indefinite tense,sírtam volna
sír,Conditional past indefinite tense,sírtál volna
sír,Conditional past indefinite tense,sírt volna
sír,Conditional past indefinite tense,sírtunk volna
sír,Conditional past indefinite tense,sírtatok volna
sír,Conditional past indefinite tense,sírtak volna
sír,Future indefinite tense,fogok sírni
sír,Future indefinite tense,fogsz sírni
sír,Future indefinite tense,fog sírni
sír,Future indefinite tense,fogunk sírni
sír,Future indefinite tense,fogtok sírni
sír,Future indefinite tense,fognak sírni
sír,Subjunctive present indefinite tense,sírjak
sír,Subjunctive present indefinite tense,sírj
sír,Subjunctive present indefinite tense,sírjon
sír,Subjunctive present indefinite tense,sírjunk
sír,Subjunctive present indefinite tense,sírjatok
sír,Subjunctive present indefinite tense,sírjanak
sír,Conjugated infinitives,sírnom
sír,Conjugated infinitives,sírnod
sír,Conjugated infinitives,sírnia
sír,Conjugated infinitives,sírnunk
sír,Conjugated infinitives,sírnotok
sír,Conjugated infinitives,sírniuk
vág,Present indefinite tense,vágok
vág,Present indefinite tense,vágsz
vág,Present indefinite tense,vág
vág,Present indefinite tense,vágunk
vág,Present indefinite tense,vágtok
vág,Present indefinite tense,vágnak
vág,Present definite tense,vágom
vág,Present definite tense,vágod
vág,Present definite tense,vágja
vág,Present definite tense,vágjuk
vág,Present definite tense,vágjátok
vág,Present definite tense,vágják
vág,Past indefinite tense,vágtam
vág,Past indefinite tense,vágtál
vág,Past indefinite tense,vágott
vág,Past indefinite tense,vágtunk
vág,Past indefinite tense,vágtatok
vág,Past indefinite tense,vágtak
vág,Past definite tense,vágtam
vág,Past definite tense,vágtad
vág,Past definite tense,vágta
vág,Past definite tense,vágtuk
vág,Past definite tense,vágtátok
vág,Past definite tense,vágták
vág,Conditional present indefinite tense,vágnék
vág,Conditional present indefinite tense,vágnál
vág,Conditional present indefinite tense,vágna
vág,Conditional present indefinite tense,vágnánk
vág,Conditional present indefinite tense,vágnátok
vág,Conditional present indefinite tense,vágnának
vág,Conditional present definite tense,vágnám
vág,Conditional present definite tense,vágnád
vág,Conditional present definite tense,vágná
vág,Conditional present definite tense,vágnánk
vág,Conditional present definite tense,vágnátok
vág,Conditional present definite tense,vágnák
vág,Conditional past indefinite tense,vágtam volna
vág,Conditional past indefinite tense,vágtál volna
vág,Conditional past indefinite tense,vágott volna
vág,Conditional past indefinite tense,vágtunk volna
vág,Conditional past indefinite tense,vágtatok volna
vág,Conditional past indefinite tense,vágtak volna
vág,Conditional past definite tense,vágtam volna
vág,Conditional past definite tense,vágtad volna
vág,Conditional past definite tense,vágta volna
vág,Conditional past definite tense,vágtuk volna
vág,Conditional past definite tense,vágtátok volna
vág,Conditional past definite tense,vágták volna
vág,Future indefinite tense,fogok vágni
vág,Future indefinite tense,fogsz vágni
vág,Future indefinite tense,fog vágni
vág,Future indefinite tense,fogunk vágni
vág,Future indefinite tense,fogtok vágni
vág,Future indefinite tense,fognak vágni
vág,Future definite tense,fogom vágni
vág,Future definite tense,fogod vágni
vág,Future definite tense,fogja vágni
vág,Future definite tense,fogjuk vágni
vág,Future definite tense,fogjátok vágni
vág,Future definite tense,fogják vágni
vág,Subjunctive present definite tense,vágjam
vág,Subjunctive present definite tense,vágd
vág,Subjunctive present definite tense,vágja
vág,Subjunctive present definite tense,vágjuk
vág,Subjunctive present definite tense,vágjátok
vág,Subjunctive present definite tense,vágják
vág,Subjunctive present indefinite tense,vágjak
vág,Subjunctive present indefinite tense,vágj
vág,Subjunctive present indefinite tense,vágjon
vág,Subjunctive present indefinite tense,vágjunk
vág,Subjunctive present indefinite tense,vágjatok
vág,Subjunctive present indefinite tense,vágjanak
vág,Conjugated infinitives,vágnom
vág,Conjugated infinitives,vágnod
vág,Conjugated infinitives,vágnia
vág,Conjugated infinitives,vágnunk
vág,Conjugated infinitives,vágnotok
vág,Conjugated infinitives,vágniuk
dönt,Present indefinite tense,döntök
dönt,Present indefinite tense,döntesz
dönt,Present indefinite tense,dönt
dönt,Present indefinite tense,döntünk
dönt,Present indefinite tense,döntötök
dönt,Present indefinite tense,döntenek
dönt,Present definite tense,döntöm
dönt,Present definite tense,döntöd
dönt,Present definite tense,dönti
dönt,Present definite tense,döntjük
dönt,Present definite tense,döntitek
dönt,Present definite tense,döntik
dönt,Past indefinite tense,döntöttem
dönt,Past indefinite tense,döntöttél
dönt,Past indefinite tense,döntött
dönt,Past indefinite tense,döntöttünk
dönt,Past indefinite tense,döntöttetek
dönt,Past indefinite tense,döntöttek
dönt,Past definite tense,döntöttem
dönt,Past definite tense,döntötted
dönt,Past definite tense,döntötte
dönt,Past definite tense,döntöttük
dönt,Past definite tense,döntöttétek
dönt,Past definite tense,döntötték
dönt,Conditional present indefinite tense,döntenék
dönt,Conditional present indefinite tense,döntenél
dönt,Conditional present indefinite tense,döntene
dönt,Conditional present indefinite tense,döntenénk
dönt,Conditional present indefinite tense,döntenétek
dönt,Conditional present indefinite tense,döntenének
dönt,Conditional present definite tense,dönteném
dönt,Conditional present definite tense,döntenéd
dönt,Conditional present definite tense,döntené
dönt,Conditional present definite tense,döntenénk
dönt,Conditional present definite tense,döntenétek
dönt,Conditional present definite tense,döntenék
dönt,Conditional past indefinite tense,döntöttem volna
dönt,Conditional past indefinite tense,döntöttél volna
dönt,Conditional past indefinite tense,döntött volna
dönt,Conditional past indefinite tense,döntöttünk volna
dönt,Conditional past indefinite tense,döntöttetek volna
dönt,Conditional past indefinite tense,döntöttek volna
dönt,Conditional past definite tense,döntöttem volna
dönt,Conditional past definite tense,döntötted volna
dönt,Conditional past definite tense,döntötte volna
dönt,Conditional past definite tense,döntöttük volna
dönt,Conditional past definite tense,döntöttétek volna
dönt,Conditional past definite tense,döntötték volna
dönt,Future indefinite tense,fogok dönteni
dönt,Future indefinite tense,fogsz dönteni
dönt,Future indefinite tense,fog dönteni
dönt,Future indefinite tense,fogunk dönteni
dönt,Future indefinite tense,fogtok dönteni
dönt,Future indefinite tense,fognak dönteni
dönt,Future definite tense,fogom dönteni
dönt,Future definite tense,fogod dönteni
dönt,Future definite tense,fogja dönteni
dönt,Future definite tense,fogjuk dönteni
dönt,Future definite tense,fogjátok dönteni
dönt,Future definite tense,fogják dönteni
dönt,Subjunctive present definite tense,döntsem
dönt,Subjunctive present definite tense,döntsd
dönt,Subjunctive present definite tense,döntse
dönt,Subjunctive present definite tense,döntsük
dönt,Subjunctive present definite tense,döntsétek
dönt,Subjunctive present definite tense,döntsék
dönt,Subjunctive present indefinite tense,döntsek
dönt,Subjunctive present indefinite tense,dönts
dönt,Subjunctive present indefinite tense,döntsön
dönt,Subjunctive present indefinite tense,döntsünk
dönt,Subjunctive present indefinite tense,döntsetek
dönt,Subjunctive present indefinite tense,döntsenek
dönt,Conjugated infinitives,döntenem
dönt,Conjugated infinitives,döntened
dönt,Conjugated infinitives,döntenie
dönt,Conjugated infinitives,döntenünk
dönt,Conjugated infinitives,döntenetek
dönt,Conjugated infinitives,dönteniük
csinál,Present indefinite tense,csinálok
csinál,Present indefinite tense,csinálsz
csinál,Present indefinite tense,csinál
csinál,Present indefinite tense,csinálunk
csinál,Present indefinite tense,csináltok
csinál,Present indefinite tense,csinálnak
csinál,Present definite tense,csinálom
csinál,Present definite tense,csinálod
csinál,Present definite tense,csinálja
csinál,Present definite tense,csináljuk
csinál,Present definite tense,csináljátok
csinál,Present definite tense,csinálják
csinál,Past indefinite tense,csináltam
csinál,Past indefinite tense,csináltál
csinál,Past indefinite tense,csinált
csinál,Past indefinite tense,csináltunk
csinál,Past indefinite tense,csináltatok
csinál,Past indefinite tense,csináltak
csinál,Past definite tense,csináltam
csinál,Past definite tense,csináltad
csinál,Past definite tense,csinálta
csinál,Past definite tense,csináltuk
csinál,Past definite tense,csináltátok
csinál,Past definite tense,csinálták
csinál,Conditional present indefinite tense,csinálnék
csinál,Conditional present indefinite tense,csinálnál
csinál,Conditional present indefinite tense,csinálna
csinál,Conditional present indefinite tense,csinálnánk
csinál,Conditional present indefinite tense,csinálnátok
csinál,Conditional present indefinite tense,csinálnának
csinál,Conditional present definite tense,csinálnám
csinál,Conditional present definite tense,csinálnád
csinál,Conditional present definite tense,csinálná
csinál,Conditional present definite tense,csinálnánk
csinál,Conditional present definite tense,csinálnátok
csinál,Conditional present definite tense,csinálnák
csinál,Conditional past indefinite tense,csináltam volna
csinál,Conditional past indefinite tense,csináltál volna
csinál,Conditional past indefinite tense,csinált volna
csinál,Conditional past indefinite tense,csináltunk volna
csinál,Conditional past indefinite tense,csináltatok volna
csinál,Conditional past indefinite tense,csináltak volna
csinál,Conditional past definite tense,csináltam volna
csinál,Conditional past definite tense,csináltad volna
csinál,Conditional past definite tense,csinálta volna
csinál,Conditional past definite tense,csináltuk volna
csinál,Conditional past definite tense,csináltátok volna
csinál,Conditional past definite tense,csinálták volna
csinál,Future indefinite tense,fogok csinálni
csinál,Future indefinite tense,fogsz csinálni
csinál,Future indefinite tense,fog csinálni
csinál,Future indefinite tense,fogunk csinálni
csinál,Future indefinite tense,fogtok csinálni
csinál,Future indefinite tense,fognak csinálni
csinál,Future definite tense,fogom csinálni
csinál,Future definite tense,fogod csinálni
csinál,Future definite tense,fogja csinálni
csinál,Future definite tense,fogjuk csinálni
csinál,Future definite tense,fogjátok csinálni
csinál,Future definite tense,fogják csinálni
csinál,Subjunctive present definite tense,csináljam
csinál,Subjunctive present definite tense,csináld
csinál,Subjunctive present definite tense,csinálja
csinál,Subjunctive present definite tense,csináljuk
csinál,Subjunctive present definite tense,csináljátok
csinál,Subjunctive present definite tense,csinálják
csinál,Subjunctive present indefinite tense,csináljak
csinál,Subjunctive present indefinite tense,csinálj
csinál,Subjunctive present indefinite tense,csináljon
csinál,Subjunctive present indefinite tense,csináljunk
csinál,Subjunctive present indefinite tense,csináljatok
csinál,Subjunctive present indefinite tense,csináljanak
csinál,Conjugated infinitives,csinálnom
csinál,Conjugated infinitives,csinálnod
csinál,Conjugated infinitives,csinálnia
csinál,Conjugated infinitives,csinálnunk
csinál,Conjugated infinitives,csinálnotok
csinál,Conjugated infinitives,csinálniuk
vezet,Present indefinite tense,vezetek
vezet,Present indefinite tense,vezetsz
vezet,Present indefinite tense,vezet
vezet,Present indefinite tense,vezetünk
vezet,Present indefinite tense,vezettek
vezet,Present indefinite tense,vezetnek
vezet,Present definite tense,vezetem
vezet,Present definite tense,vezeted
vezet,Present definite tense,vezeti
vezet,Present definite tense,vezetjük
vezet,Present definite tense,vezetitek
vezet,Present definite tense,vezetik
vezet,Past indefinite tense,vezettem
vezet,Past indefinite tense,vezettél
vezet,Past indefinite tense,vezetett
vezet,Past indefinite tense,vezettünk
vezet,Past indefinite tense,vezettetek
vezet,Past indefinite tense,vezettek
vezet,Past definite tense,vezettem
vezet,Past definite tense,vezetted
vezet,Past definite tense,vezette
vezet,Past definite tense,vezettük
vezet,Past definite tense,vezettétek
vezet,Past definite tense,vezették
vezet,Conditional present indefinite tense,vezetnék
vezet,Conditional present indefinite tense,vezetnél
vezet,Conditional present indefinite tense,vezetne
vezet,Conditional present indefinite tense,vezetnénk
vezet,Conditional present indefinite tense,vezetnétek
vezet,Conditional present indefinite tense,vezetnének
vezet,Conditional present definite tense,vezetném
vezet,Conditional present definite tense,vezetnéd
vezet,Conditional present definite tense,vezetné
vezet,Conditional present definite tense,vezetnénk
vezet,Conditional present definite tense,vezetnétek
vezet,Conditional present definite tense,vezetnék
vezet,Conditional past indefinite tense,vezettem volna
vezet,Conditional past indefinite tense,vezettél volna
vezet,Conditional past indefinite tense,vezetett volna
vezet,Conditional past indefinite tense,vezettünk volna
vezet,Conditional past indefinite tense,vezettetek volna
vezet,Conditional past indefinite tense,vezettek volna
vezet,Conditional past definite tense,vezettem volna
vezet,Conditional past definite tense,vezetted volna
vezet,Conditional past definite tense,vezette volna
vezet,Conditional past definite tense,vezettük volna
vezet,Conditional past definite tense,vezettétek volna
vezet,Conditional past definite tense,vezették volna
vezet,Future indefinite tense,fogok vezetni
vezet,Future indefinite tense,fogsz vezetni
vezet,Future indefinite tense,fog vezetni
vezet,Future indefinite tense,fogunk vezetni
vezet,Future indefinite tense,fogtok vezetni
vezet,Future indefinite tense,fognak vezetni
vezet,Future definite tense,fogom vezetni
vezet,Future definite tense,fogod vezetni
vezet,Future definite tense,fogja vezetni
vezet,Future definite tense,fogjuk vezetni
vezet,Future definite tense,fogjátok vezetni
vezet,Future definite tense,fogják vezetni
vezet,Subjunctive present definite tense,vezessem
vezet,Subjunctive present definite tense,vezesd
vezet,Subjunctive present definite tense,vezesse
vezet,Subjunctive present definite tense,vezessük
vezet,Subjunctive present definite tense,vezessétek
vezet,Subjunctive present definite tense,vezessék
vezet,Subjunctive present indefinite tense,vezessek
vezet,Subjunctive present indefinite tense,vezess
vezet,Subjunctive present indefinite tense,vezessen
vezet,Subjunctive present indefinite tense,vezessünk
vezet,Subjunctive present indefinite tense,vezessetek
vezet,Subjunctive present indefinite tense,vezessenek
vezet,Conjugated infinitives,vezetnem
vezet,Conjugated infinitives,vezetned
vezet,Conjugated infinitives,vezetnie
vezet,Conjugated infinitives,vezetnünk
vezet,Conjugated infinitives,vezetnetek
vezet,Conjugated infinitives,vezetniük
eszik,Present indefinite tense,eszem
eszik,Present indefinite tense,eszel
eszik,Present indefinite tense,eszik
eszik,Present indefinite tense,eszünk
eszik,Present indefinite tense,esztek
eszik,Present indefinite tense,esznek
eszik,Present definite tense,eszem
eszik,Present definite tense,eszed
eszik,Present definite tense,eszi
eszik,Present definite tense,esszük
eszik,Present definite tense,eszitek
eszik,Present definite tense,eszik
eszik,Past indefinite tense,ettem
eszik,Past indefinite tense,ettél
eszik,Past indefinite tense,evett
eszik,Past indefinite tense,ettünk
eszik,Past indefinite tense,ettetek
eszik,Past indefinite tense,ettek
eszik,Past definite tense,ettem
eszik,Past definite tense,etted
eszik,Past definite tense,ette
eszik,Past definite tense,ettük
eszik,Past definite tense,ettétek
eszik,Past definite tense,ették
eszik,Conditional present indefinite tense,ennék
eszik,Conditional present indefinite tense,ennél
eszik,Conditional present indefinite tense,enne
eszik,Conditional present indefinite tense,ennénk
eszik,Conditional present indefinite tense,ennétek
eszik,Conditional present indefinite tense,ennének
eszik,Conditional present definite tense,enném
eszik,Conditional present definite tense,ennéd
eszik,Conditional present definite tense,enné
eszik,Conditional present definite tense,ennénk
eszik,Conditional present definite tense,ennétek
eszik,Conditional present definite tense,ennék
eszik,Conditional past indefinite tense,ettem volna
eszik,Conditional past indefinite tense,ettél volna
eszik,Conditional past indefinite tense,evett volna
eszik,Conditional past indefinite tense,ettünk volna
eszik,Conditional past indefinite tense,ettetek volna
eszik,Conditional past indefinite tense,ettek volna
eszik,Conditional past definite tense,ettem volna
eszik,Conditional past definite tense,etted volna
eszik,Conditional past definite tense,ette volna
eszik,Conditional past definite tense,ettük volna
eszik,Conditional past definite tense,ettétek volna
eszik,Conditional past definite tense,ették volna
eszik,Future indefinite tense,fogok enni
eszik,Future indefinite tense,fogsz enni
eszik,Future indefinite tense,fog enni
eszik,Future indefinite tense,fogunk enni
eszik,Future indefinite tense,fogtok enni
eszik,Future indefinite tense,fognak enni
eszik,Future definite tense,fogom enni
eszik,Future definite tense,fogod enni
eszik,Future definite tense,fogja enni
eszik,Future definite tense,fogjuk enni
eszik,Future definite tense,fogjátok enni
eszik,Future definite tense,fogják enni
eszik,Subjunctive present definite tense,egyem
eszik,Subjunctive present definite tense,edd
eszik,Subjunctive present definite tense,egye
eszik,Subjunctive present definite tense,együk
eszik,Subjunctive present definite tense,egyétek
eszik,Subjunctive present definite tense,egyék
eszik,Subjunctive present indefinite tense,egyek
eszik,Subjunctive present indefinite tense,egyél
eszik,Subjunctive present indefinite tense,egyen
eszik,Subjunctive present indefinite tense,együnk
eszik,Subjunctive present indefinite tense,egyetek
eszik,Subjunctive present indefinite tense,egyenek
eszik,Conjugated infinitives,ennem
eszik,Conjugated infinitives,enned
eszik,Conjugated infinitives,ennie
eszik,Conjugated infinitives,ennünk
eszik,Conjugated infinitives,ennetek
eszik,Conjugated infinitives,enniük
belép,Present indefinite tense,belépek
belép,Present indefinite tense,belépsz
belép,Present indefinite tense,belép
belép,Present indefinite tense,belépünk
belép,Present indefinite tense,beléptek
belép,Present indefinite tense,belépnek
belép,Past indefinite tense,beléptem
belép,Past indefinite tense,beléptél
belép,Past indefinite tense,belépett
belép,Past indefinite tense,beléptünk
belép,Past indefinite tense,beléptetek
belép,Past indefinite tense,beléptek
belép,Conditional present indefinite tense,belépnék
belép,Conditional present indefinite tense,belépnél
belép,Conditional present indefinite tense,belépne
belép,Conditional present indefinite tense,belépnénk
belép,Conditional present indefinite tense,belépnétek
belép,Conditional present indefinite tense,belépnének
belép,Conditional past indefinite tense,beléptem volna
belép,Conditional past indefinite tense,beléptél volna
belép,Conditional past indefinite tense,belépett volna
belép,Conditional past indefinite tense,beléptünk volna
belép,Conditional past indefinite tense,beléptetek volna
belép,Conditional past indefinite tense,beléptek volna
belép,Future indefinite tense,fogok belépni
belép,Future indefinite tense,fogsz belépni
belép,Future indefinite tense,fog belépni
belép,Future indefinite tense,fogunk belépni
belép,Future indefinite tense,fogtok belépni
belép,Future indefinite tense,fognak belépni
belép,Subjunctive present indefinite tense,belépjek
belép,Subjunctive present indefinite tense,belépj
belép,Subjunctive present indefinite tense,belépjen
belép,Subjunctive present indefinite tense,belépjünk
belép,Subjunctive present indefinite tense,belépjetek
belép,Subjunctive present indefinite tense,belépjenek
belép,Conjugated infinitives,belépnem
belép,Conjugated infinitives,belépned
belép,Conjugated infinitives,belépnie
belép,Conjugated infinitives,belépnünk
belép,Conjugated infinitives,belépnetek
belép,Conjugated infinitives,belépniük
repül,Present indefinite tense,repülök
repül,Present indefinite tense,repülsz
repül,Present indefinite tense,repül
repül,Present indefinite tense,repülünk
repül,Present indefinite tense,repültök
repül,Present indefinite tense,repülnek
repül,Past indefinite tense,repültem
repül,Past indefinite tense,repültél
repül,Past indefinite tense,repült
repül,Past indefinite tense,repültünk
repül,Past indefinite tense,repültetek
repül,Past indefinite tense,repültek
repül,Conditional present indefinite tense,repülnék
repül,Conditional present indefinite tense,repülnél
repül,Conditional present indefinite tense,repülne
repül,Conditional present indefinite tense,repülnénk
repül,Conditional present indefinite tense,repülnétek
repül,Conditional present indefinite tense,repülnének
repül,Conditional past indefinite tense,repültem volna
repül,Conditional past indefinite tense,repültél volna
repül,Conditional past indefinite tense,repült volna
repül,Conditional past indefinite tense,repültünk volna
repül,Conditional past indefinite tense,repültetek volna
repül,Conditional past indefinite tense,repültek volna
repül,Future indefinite tense,fogok repülni
repül,Future indefinite tense,fogsz repülni
repül,Future indefinite tense,fog repülni
repül,Future indefinite tense,fogunk repülni
repül,Future indefinite tense,fogtok repülni
repül,Future indefinite tense,fognak repülni
repül,Subjunctive present indefinite tense,repüljek
repül,Subjunctive present indefinite tense,repülj
repül,Subjunctive present indefinite tense,repüljön
repül,Subjunctive present indefinite tense,repüljünk
repül,Subjunctive present indefinite tense,repüljetek
repül,Subjunctive present indefinite tense,repüljenek
repül,Conjugated infinitives,repülnöm
repül,Conjugated infinitives,repülnöd
repül,Conjugated infinitives,repülnie
repül,Conjugated infinitives,repülnünk
repül,Conjugated infinitives,repülnötök
repül,Conjugated infinitives,repülniük
néz,Present indefinite tense,nézek
néz,Present indefinite tense,nézel
néz,Present indefinite tense,néz
néz,Present indefinite tense,nézünk
néz,Present indefinite tense,néztek
néz,Present indefinite tense,néznek
néz,Present definite tense,nézem
néz,Present definite tense,nézed
néz,Present definite tense,nézi
néz,Present definite tense,nézzük
néz,Present definite tense,nézitek
néz,Present definite tense,nézik
néz,Past indefinite tense,néztem
néz,Past indefinite tense,néztél
néz,Past indefinite tense,nézett
néz,Past indefinite tense,néztünk
néz,Past indefinite tense,néztetek
néz,Past indefinite tense,néztek
néz,Past definite tense,néztem
néz,Past definite tense,nézted
néz,Past definite tense,nézte
néz,Past definite tense,néztük
néz,Past definite tense,néztétek
néz,Past definite tense,nézték
néz,Conditional present indefinite tense,néznék
néz,Conditional present indefinite tense,néznél
néz,Conditional present indefinite tense,nézne
néz,Conditional present indefinite tense,néznénk
néz,Conditional present indefinite tense,néznétek
néz,Conditional present indefinite tense,néznének
néz,Conditional present definite tense,nézném
néz,Conditional present definite tense,néznéd
néz,Conditional present definite tense,nézné
néz,Conditional present definite tense,néznénk
néz,Conditional present definite tense,néznétek
néz,Conditional present definite tense,néznék
néz,Conditional past indefinite tense,néztem volna
néz,Conditional past indefinite tense,néztél volna
néz,Conditional past indefinite tense,nézett volna
néz,Conditional past indefinite tense,néztünk volna
néz,Conditional past indefinite tense,néztetek volna
néz,Conditional past indefinite tense,néztek volna
néz,Conditional past definite tense,néztem volna
néz,Conditional past definite tense,nézted volna
néz,Conditional past definite tense,nézte volna
néz,Conditional past definite tense,néztük volna
néz,Conditional past definite tense,néztétek volna
néz,Conditional past definite tense,nézték volna
néz,Future indefinite tense,fogok nézni
néz,Future indefinite tense,fogsz nézni
néz,Future indefinite tense,fog nézni
néz,Future indefinite tense,fogunk nézni
néz,Future indefinite tense,fogtok nézni
néz,Future indefinite tense,fognak nézni
néz,Future definite tense,fogom nézni
néz,Future definite tense,fogod nézni
néz,Future definite tense,fogja nézni
néz,Future definite tense,fogjuk nézni
néz,Future definite tense,fogjátok nézni
néz,Future definite tense,fogják nézni
néz,Subjunctive present definite tense,nézzem
néz,Subjunctive present definite tense,nézd
néz,Subjunctive present definite tense,nézze
néz,Subjunctive present definite tense,nézzük
néz,Subjunctive present definite tense,nézzétek
néz,Subjunctive present definite tense,nézzék
néz,Subjunctive present indefinite tense,nézzek
néz,Subjunctive present indefinite tense,nézz
néz,Subjunctive present indefinite tense,nézzen
néz,Subjunctive present indefinite tense,nézzünk
néz,Subjunctive present indefinite tense,nézzetek
néz,Subjunctive present indefinite tense,nézzenek
néz,Conjugated infinitives,néznem
néz,Conjugated infinitives,nézned
néz,Conjugated infinitives,néznie
néz,Conjugated infinitives,néznünk
néz,Conjugated infinitives,néznetek
néz,Conjugated infinitives,nézniük
lát,Present indefinite tense,látok
lát,Present indefinite tense,látsz
lát,Present indefinite tense,lát
lát,Present indefinite tense,látunk
lát,Present indefinite tense,láttok
lát,Present indefinite tense,látnak
lát,Present definite tense,látom
lát,Present definite tense,látod
lát,Present definite tense,látja
lát,Present definite tense,látjuk
lát,Present definite tense,látjátok
lát,Present definite tense,látják
lát,Past indefinite tense,láttam
lát,Past indefinite tense,láttál
lát,Past indefinite tense,látott
lát,Past indefinite tense,láttunk
lát,Past indefinite tense,láttatok
lát,Past indefinite tense,láttak
lát,Past definite tense,láttam
lát,Past definite tense,láttad
lát,Past definite tense,látta
lát,Past definite tense,láttuk
lát,Past definite tense,láttátok
lát,Past definite tense,látták
lát,Conditional present indefinite tense,látnék
lát,Conditional present indefinite tense,látnál
lát,Conditional present indefinite tense,látna
lát,Conditional present indefinite tense,látnánk
lát,Conditional present indefinite tense,látnátok
lát,Conditional present indefinite tense,látnának
lát,Conditional present definite tense,látnám
lát,Conditional present definite tense,látnád
lát,Conditional present definite tense,látná
lát,Conditional present definite tense,látnánk
lát,Conditional present definite tense,látnátok
lát,Conditional present definite tense,látnák
lát,Conditional past indefinite tense,láttam volna
lát,Conditional past indefinite tense,láttál volna
lát,Conditional past indefinite tense,látott volna
lát,Conditional past indefinite tense,láttunk volna
lát,Conditional past indefinite tense,láttatok volna
lát,Conditional past indefinite tense,láttak volna
lát,Conditional past definite tense,láttam volna
lát,Conditional past definite tense,láttad volna
lát,Conditional past definite tense,látta volna
lát,Conditional past definite tense,láttuk volna
lát,Conditional past definite tense,láttátok volna
lát,Conditional past definite tense,látták volna
lát,Future indefinite tense,fogok látni
lát,Future indefinite tense,fogsz látni
lát,Future indefinite tense,fog látni
lát,Future indefinite tense,fogunk látni
lát,Future indefinite tense,fogtok látni
lát,Future indefinite tense,fognak látni
lát,Future definite tense,fogom látni
lát,Future definite tense,fogod látni
lát,Future definite tense,fogja látni
lát,Future definite tense,fogjuk látni
lát,Future definite tense,fogjátok látni
lát,Future definite tense,fogják látni
lát,Subjunctive present definite tense,lássam
lát,Subjunctive present definite tense,lásd
lát,Subjunctive present definite tense,lássa
lát,Subjunctive present definite tense,lássuk
lát,Subjunctive present definite tense,lássátok
lát,Subjunctive present definite tense,lássák
lát,Subjunctive present indefinite tense,lássak
lát,Subjunctive present indefinite tense,láss
lát,Subjunctive present indefinite tense,lásson
lát,Subjunctive present indefinite tense,lássunk
lát,Subjunctive present indefinite tense,lássatok
lát,Subjunctive present indefinite tense,lássanak
lát,Conjugated infinitives,látnom
lát,Conjugated infinitives,látnod
lát,Conjugated infinitives,látnia
lát,Conjugated infinitives,látnunk
lát,Conjugated infinitives,látnotok
lát,Conjugated infinitives,látniuk
mond,Present indefinite tense,mondok
mond,Present indefinite tense,mondasz
mond,Present indefinite tense,mond
mond,Present indefinite tense,mondunk
mond,Present indefinite tense,mondotok
mond,Present indefinite tense,mondanak
mond,Present definite tense,mondom
mond,Present definite tense,mondod
mond,Present definite tense,mondja
mond,Present definite tense,mondjuk
mond,Present definite tense,mondjátok
mond,Present definite tense,mondják
mond,Past indefinite tense,mondtam
mond,Past indefinite tense,mondtál
mond,Past indefinite tense,mondott
mond,Past indefinite tense,mondtunk
mond,Past indefinite tense,mondtatok
mond,Past indefinite tense,mondtak
mond,Past definite tense,mondtam
mond,Past definite tense,mondtad
mond,Past definite tense,mondta
mond,Past definite tense,mondtuk
mond,Past definite tense,mondtátok
mond,Past definite tense,mondták
mond,Conditional present indefinite tense,mondanék
mond,Conditional present indefinite tense,mondanál
mond,Conditional present indefinite tense,mondana
mond,Conditional present indefinite tense,mondanánk
mond,Conditional present indefinite tense,mondanátok
mond,Conditional present indefinite tense,mondanának
mond,Conditional present definite tense,mondanám
mond,Conditional present definite tense,mondanád
mond,Conditional present definite tense,mondaná
mond,Conditional present definite tense,mondanánk
mond,Conditional present definite tense,mondanátok
mond,Conditional present definite tense,mondanák
